Layer,Run Time,Build Time,Compression Ratio,Bits per Symbol
0,0.0025496482849121094,0.8085227012634277,1.29003359462486,6.201388888888889
1,0.0007188320159912109,0.7033159732818604,1.5630936227951153,5.118055555555555
2,0.0012173652648925781,0.3411130905151367,1.6113296616837136,4.96484375
3,0.00564265251159668,0.6706192493438721,1.629924393155591,4.908203125
4,0.0030059814453125,0.6887493133544922,1.4665817950350095,5.454861111111111
5,0.010183334350585938,0.7137856483459473,1.5325517585432775,5.220052083333333
6,0.011607885360717773,0.326352596282959,1.4203226137881435,5.632523148148148
7,0.003305673599243164,0.6796820163726807,1.444413485650599,5.53858024691358
8,0.011479377746582031,0.695732593536377,1.5022821125842207,5.325231481481482
9,0.011296749114990234,0.3153195381164551,1.5259962468263606,5.242476851851852
10,0.012408256530761719,0.6715800762176514,1.495948472885934,5.347777777777778
11,0.0054967403411865234,0.6931860446929932,2.996098829648895,2.670138888888889
12,0.0054454803466796875,0.3176305294036865,3.0829616413916145,2.5949074074074074
13,0.02637624740600586,0.669273853302002,1.4078826764436296,5.682291666666667
14,0.05194354057312012,0.678093671798706,1.5162283819000237,5.27625
15,0.019537687301635742,0.7013635635375977,2.0463847203274215,3.9093333333333335
16,0.03311610221862793,0.32695770263671875,1.8255288804373664,4.382291666666666
17,0.03087782859802246,0.6819088459014893,1.864983001457018,4.289583333333334
18,0.0583653450012207,0.7164750099182129,1.4071088310736533,5.685416666666667
19,0.05481386184692383,0.31757307052612305,1.3804508034655067,5.795208333333333
20,0.018317222595214844,0.7050778865814209,2.1561405084898033,3.7103333333333333
21,0.02316570281982422,0.32363414764404297,2.262316812725532,3.5361979166666666
22,0.023249149322509766,0.6532530784606934,2.2528600762687003,3.551041666666667
23,0.05285835266113281,0.6772379875183105,1.3865819311042102,5.769583333333333
24,0.18259286880493164,0.6983456611633301,1.3215859030837005,6.053333333333334
25,0.016507625579833984,0.340146541595459,1.2794313638382941,6.252777777777778
26,0.7607612609863281,0.6831510066986084,1.2598528531237954,6.349947916666666
27,0.4292750358581543,0.6867678165435791,1.4640451108899792,5.4643125
28,0.012952327728271484,0.3483574390411377,1.3370473537604457,5.983333333333333
29,0.40572524070739746,0.6703355312347412,1.5114301908180616,5.293
30,0.3814582824707031,0.6869969367980957,1.4235288428992796,5.619836956521739
31,0.011975526809692383,0.36416029930114746,1.2177589852008457,6.569444444444445
32,0.32511258125305176,0.6571998596191406,1.5237306557631594,5.250271739130435
33,0.303941011428833,0.6883165836334229,1.5721456798034819,5.088586956521739
34,0.011261701583862305,0.6926791667938232,1.3432018655581466,5.955917874396135
35,0.3386354446411133,0.3170285224914551,1.4755228107105716,5.421807065217391
36,1.8835880756378174,0.6776208877563477,1.5749807741604718,5.079427083333333
37,0.040541648864746094,0.6972076892852783,1.6057241090925987,4.982175925925926
38,4.02165675163269,0.341977596282959,1.7205650084572044,4.6496354166666665
39,4.112276792526245,0.6798403263092041,1.5890531891414699,5.0344444444444445
40,5.517989635467529,0.6913254261016846,1.234967781951001,6.477901785714286
41,9.438623666763306,0.34738969802856445,1.330122781516058,6.014482355442177
42,0.07699775695800781,0.6372623443603516,1.390984360625575,5.751322751322752
43,13.979592561721802,0.6666088104248047,1.6213293504758963,4.93422264739229
44,13.614720106124878,0.3529238700866699,1.7652963895360656,4.531816893424036
45,9.89994764328003,0.602165937423706,1.3036000381048056,6.1368516156462585
46,8.48619818687439,0.662926435470581,1.3778148991430303,5.806295174319728
47,0.4544215202331543,0.6404163837432861,1.38442521631644,5.7785714285714285
48,14.527061939239502,0.31862664222717285,1.58864130473021,5.035749716553288
49,15.012274980545044,0.7074093818664551,1.54974476007447,5.162140376984127
50,21.72539448738098,0.7059321403503418,1.2871116750737333,6.215466889880952
51,34.13112735748291,0.33666443824768066,1.4686811630405812,5.447063802083333
52,0.8139007091522217,0.6805596351623535,1.5418095383404669,5.1887083333333335
53,67.71608376502991,0.7222151756286621,1.5690106771380878,5.098754340277778
54,44.31856560707092,0.3857910633087158,1.6861148007069389,4.744635416666667
55,42.85376811027527,0.6090488433837891,1.2714047739759335,6.292252604166666
56,47.33713626861572,0.6868448257446289,1.2893247728100208,6.204798177083333
57,0.5861561298370361,0.7244133949279785,1.5131812270954013,5.286875
58,54.10857105255127,0.35242271423339844,1.5411268152052495,5.191006944444444
59,56.64373779296875,0.7042205333709717,1.4953052671543932,5.350078125
60,49.87154531478882,0.6822855472564697,1.2279981172294492,6.51466796875
