Layer,Run Time,Build Time,Compression Ratio,Bits per Symbol
0,0.10983562469482422,0.6033740043640137,1.273397199705232,6.282407407407407
1,0.020137310028076172,0.2554922103881836,1.478818998716303,5.409722222222222
2,0.03982281684875488,0.6093554496765137,1.3922501699524132,5.74609375
3,0.15936279296875,0.2753293514251709,1.4586894586894588,5.484375
4,0.09796285629272461,0.2763235569000244,1.2860731230812168,6.220486111111111
5,0.2753114700317383,0.6257672309875488,1.2601784432365912,6.348307291666667
6,0.3530421257019043,0.2574136257171631,1.3148183374548221,6.0844907407407405
7,0.13239359855651855,0.2587409019470215,1.4288864388092613,5.598765432098766
8,0.3438699245452881,0.6083800792694092,1.287750349324639,6.2123842592592595
9,0.3153846263885498,0.2502162456512451,1.4047352911289503,5.695023148148148
10,0.3596992492675781,0.25518107414245605,1.3757523645743766,5.815
11,0.08130908012390137,0.6028797626495361,1.2531955398422627,6.383680555555555
12,0.08381199836730957,0.25779128074645996,1.8466470745391397,4.332175925925926
13,0.6052384376525879,0.25490355491638184,1.2378445172728738,6.462847222222222
14,1.0377812385559082,0.583240270614624,1.3947913261414406,5.735625
15,0.5317440032958984,0.2359752655029297,1.7909111260353705,4.467
16,0.5719289779663086,0.24987292289733887,1.300592718035563,6.151041666666667
17,0.5260934829711914,0.5809471607208252,1.4131934860612752,5.6609375
18,1.1100480556488037,0.25355958938598633,1.2700512650901274,6.298958333333333
19,1.1987531185150146,0.24033546447753906,1.3146632887123832,6.085208333333333
20,0.5240910053253174,0.5665433406829834,1.9350157220027413,4.134333333333333
21,0.4084663391113281,0.25180625915527344,1.375666114370158,5.815364583333333
22,0.40900254249572754,0.23328161239624023,1.4413738094120958,5.550260416666666
23,1.181234359741211,0.23759818077087402,1.3195876288659794,6.0625
24,3.0788776874542236,0.5565752983093262,1.2925593685308918,6.1892708333333335
25,0.6270558834075928,0.2378997802734375,1.2818040204732586,6.241203703703704
26,7.147791147232056,0.5697853565216064,1.1862286270330382,6.7440625
27,4.430030822753906,0.21277332305908203,1.3930911386343354,5.742625
28,0.37332677841186523,0.2168138027191162,1.3125512715340444,6.095
29,4.4795920848846436,0.5111100673675537,1.4043556969663722,5.6965625
30,4.391366720199585,0.24542450904846191,1.3538744538974476,5.908967391304348
31,0.37915515899658203,0.2138690948486328,1.2420776298518656,6.440821256038648
32,4.211306095123291,0.507197380065918,1.3972472710014239,5.725543478260869
33,4.234392881393433,0.1995086669921875,1.47757785640794,5.4142663043478265
34,0.3851931095123291,0.20842933654785156,1.3250650130026005,6.03743961352657
35,4.435305118560791,0.5046794414520264,1.3621589108280991,5.8730298913043475
36,15.274098634719849,0.1951909065246582,1.506849987001457,5.309088541666667
37,1.052553415298462,0.20251774787902832,1.6758801280186209,4.773611111111111
38,28.71094059944153,0.6029994487762451,1.4786956158985451,5.410173611111111
39,29.18296480178833,0.25086212158203125,1.472265621255835,5.433802083333333
40,32.487239837646484,0.2575719356536865,1.1558183284063424,6.921502976190476
41,54.05547332763672,0.2597229480743408,1.2662712933753943,6.317761479591836
42,1.4549016952514648,0.5728909969329834,1.4108590423980871,5.670304232804233
43,92.06153392791748,0.23181390762329102,1.3507133670325726,5.922796201814059
44,97.5544753074646,0.5912156105041504,1.6269750198605348,4.917100694444445
45,57.144118547439575,0.2532532215118408,1.1774833530521849,6.794151254251701
46,47.15900945663452,0.21414399147033691,1.2971184337515511,6.167517006802721
47,5.60811448097229,0.6069698333740234,1.3943210465707379,5.737559523809524
48,108.95190000534058,0.24616742134094238,1.3962492250944187,5.729636125283447
49,98.63969159126282,0.24286651611328125,1.4524448961606624,5.507954223356009
50,116.13637208938599,0.5054755210876465,1.1800326232047291,6.779473586309524
51,181.02195811271667,0.2520411014556885,1.3758971660191022,5.814388020833333
52,7.974032163619995,0.25057148933410645,1.5642567336364082,5.11425
53,404.5616543292999,0.5990633964538574,1.3746022252268444,5.819865451388889
54,370.7427432537079,0.20097780227661133,1.5900291919421958,5.031354166666667
55,220.71391582489014,0.26314258575439453,1.1550945705479085,6.92583984375
56,201.33297777175903,0.6085450649261475,1.2238860973192631,6.536555989583333
57,7.6968724727630615,0.2064809799194336,1.586055924992772,5.043958333333333
58,395.8392436504364,0.21612095832824707,1.3568774739346576,5.895889756944444
59,417.20976209640503,0.23114967346191406,1.370511837691901,5.837235243055556
60,222.63003873825073,0.5701110363006592,1.1321536994467298,7.066178385416666
