Layer,Run Time,Build Time,Compression Ratio,Bits per Symbol
0,0.19805049896240234,0.4548306465148926,1.2442844284428443,6.429398148148148
1,0.07094359397888184,0.4554004669189453,1.411764705882353,5.666666666666667
2,0.12577533721923828,0.24242758750915527,1.1613269067195917,6.888671875
3,0.4238412380218506,0.2255697250366211,1.2016428711128495,6.657552083333333
4,0.2600874900817871,0.4374699592590332,1.2253146605211842,6.528935185185185
5,0.6601905822753906,0.44960665702819824,1.1193295682273638,7.147135416666667
6,1.0108575820922852,0.23035836219787598,1.162608805348808,6.881076388888889
7,0.3913426399230957,0.4502284526824951,1.1855917667238423,6.747685185185185
8,0.9918949604034424,0.22547674179077148,1.172668278406922,6.822048611111111
9,1.027564525604248,0.43445515632629395,1.1940917336097434,6.699652777777778
10,0.34267473220825195,0.2128746509552002,1.3164042661249364,6.077160493827161
11,1.3646719455718994,0.22124075889587402,1.1536944887803962,6.934244791666667
12,1.8984971046447754,0.41561365127563477,1.1697008638537874,6.83935546875
13,0.5493907928466797,0.42172765731811523,1.3008374894137573,6.1498842592592595
14,1.8880352973937988,0.21561312675476074,1.141132495995171,7.010579427083333
15,1.913668155670166,0.4279968738555908,1.1661763310240105,6.860026041666667
16,0.5521910190582275,0.20917987823486328,1.225531914893617,6.527777777777778
17,1.8917646408081055,0.4209620952606201,1.1448002794922558,6.988118489583333
18,1.8825385570526123,0.25743746757507324,1.182846416710786,6.763346354166667
19,0.4989285469055176,0.2560267448425293,1.2215251391711583,6.549189814814815
20,4.188977479934692,0.46944761276245117,1.1486393325777315,6.964762369791667
21,9.851067066192627,0.4817774295806885,1.1977848583247535,6.678995768229167
22,1.2348768711090088,0.24197721481323242,1.293594722313199,6.18431712962963
23,10.486036777496338,0.4888310432434082,1.1670069803884324,6.855143229166667
24,10.145934820175171,0.31427597999572754,1.167887374142386,6.8499755859375
25,1.143805742263794,0.21492958068847656,1.445722652164819,5.533564814814815
26,10.185163736343384,0.4451887607574463,1.16534686329366,6.864908854166667
27,9.988978862762451,0.46112608909606934,1.1541143735985067,6.931722005208333
28,1.025583028793335,0.21314549446105957,1.2295650627056836,6.5063657407407405
29,9.801631689071655,0.4196643829345703,1.19573057625057,6.690470377604167
30,10.242080688476562,0.2396090030670166,1.1725190839694657,6.822916666666667
31,1.020348310470581,0.48137450218200684,1.3978462005156984,5.723090277777778
32,17.814629077911377,0.23009467124938965,1.1869310086691942,6.740071614583333
33,32.15247416496277,0.22775530815124512,1.1846710050614606,6.7529296875
34,1.6517329216003418,0.3983919620513916,1.4466808525482262,5.5298996913580245
35,34.517868757247925,0.4846818447113037,1.126329082983664,7.102719907407407
36,30.3676700592041,0.2249751091003418,1.2873793358341652,6.214174623842593
37,1.595494270324707,0.42087769508361816,1.3624178712220762,5.871913580246914
38,31.51066303253174,0.20023441314697266,1.2567629762209154,6.365559895833333
39,32.12595057487488,0.22687959671020508,1.2202851215959747,6.555844907407407
40,1.4163117408752441,0.41739416122436523,1.244060475161987,6.430555555555555
41,85.87921833992004,0.41800642013549805,1.1247597254004578,7.112630208333333
42,195.85532593727112,0.2030019760131836,1.2896725440806045,6.203125
43,3.1266582012176514,0.47043800354003906,1.3929586263880211,5.743171296296296
44,222.74399971961975,0.22561287879943848,1.126218397283438,7.10341796875
45,203.33237862586975,0.24782514572143555,1.2250904261894981,6.5301302083333335
46,2.800518035888672,0.48346829414367676,1.349973633327474,5.926041666666666
47,219.98938751220703,0.48837995529174805,1.149485500467727,6.959635416666667
48,196.64477276802063,0.2531430721282959,1.2646138646467973,6.326041666666667
49,2.5056605339050293,0.500607967376709,1.4735854688099603,5.4289351851851855
50,879.8815352916718,0.2557539939880371,1.1108740539309103,7.201536458333333
