Layer,Run Time,Build Time,Compression Ratio,Bits per Symbol
0,0.004801511764526367,0.613966703414917,1.2743362831858407,6.277777777777778
1,0.0013318061828613281,0.5506839752197266,1.3372025536854324,5.982638888888889
2,0.002727508544921875,0.5576925277709961,1.178705035971223,6.787109375
3,0.010417699813842773,0.8074274063110352,1.2093297903749631,6.615234375
4,0.004911899566650391,0.3281517028808594,1.218617771509168,6.564814814814815
5,0.019913911819458008,0.8110604286193848,1.1281674623576938,7.091145833333333
6,0.03778409957885742,0.3219120502471924,1.1778639287692243,6.791956018518518
7,0.0086212158203125,0.8241815567016602,1.1823469038658911,6.766203703703703
8,0.03609609603881836,0.3225581645965576,1.2073889689506092,6.625868055555555
9,0.0362398624420166,0.5477554798126221,1.2138027921678813,6.590856481481482
10,0.007252931594848633,0.7882378101348877,1.3283792440743114,6.022376543209877
11,0.06071138381958008,0.3166356086730957,1.1860622245101509,6.745008680555555
12,0.10070300102233887,0.782719612121582,1.1871030068832267,6.739095052083333
13,0.011281251907348633,0.5700356960296631,1.3041509433962264,6.1342592592592595
14,0.10301876068115234,0.32181763648986816,1.1709827278141751,6.831868489583333
15,0.10040020942687988,0.7929115295410156,1.185671209745507,6.747233072916667
16,0.01221466064453125,0.3200984001159668,1.2385986918734881,6.458912037037037
17,0.1016535758972168,0.5346434116363525,1.17532281205165,6.806640625
18,0.09790587425231934,0.772047758102417,1.2054149499705709,6.63671875
19,0.011933088302612305,0.564558744430542,1.2161520190023754,6.578125
20,0.36936068534851074,0.3092379570007324,1.1881791261255816,6.732991536458333
21,1.2642920017242432,0.5302708148956299,1.2291226446942323,6.508707682291667
22,0.03123927116394043,0.7682034969329834,1.3106423323062337,6.103877314814815
23,1.2444415092468262,0.3048114776611328,1.233742681618233,6.484334309895833
24,1.3581147193908691,0.7582499980926514,1.193176232119774,6.704793294270833
25,0.025651216506958008,0.553424596786499,1.4421030669726684,5.547453703703703
26,1.2437753677368164,0.30240559577941895,1.2341918757572143,6.481974283854167
27,1.4015884399414062,0.7667176723480225,1.1800208866001656,6.779541015625
28,0.03371930122375488,0.31113719940185547,1.2517203911626222,6.391203703703703
29,1.1393768787384033,0.5149886608123779,1.2762692390083674,6.268269856770833
30,1.3437352180480957,0.7481796741485596,1.1996631805035207,6.668538411458333
31,0.02975940704345703,0.5472240447998047,1.382953181272509,5.784722222222222
32,2.5378594398498535,0.30388331413269043,1.2746061588330633,6.276448567708333
33,6.326510429382324,0.5123319625854492,1.2210328742167877,6.551830150462963
34,0.04966115951538086,0.8109428882598877,1.455566474799944,5.496141975308642
35,6.729339838027954,0.3182682991027832,1.195117602243439,6.693901909722222
36,4.854647874832153,0.8059475421905518,1.3458926615553122,5.944010416666667
37,0.05426311492919922,0.5833816528320312,1.3882305683872262,5.762731481481482
38,4.30068564414978,0.31382155418395996,1.395645548534056,5.732114438657407
39,5.813686370849609,0.8617305755615234,1.2666662848830883,6.315791377314815
40,0.06357526779174805,0.3090367317199707,1.2369731857905568,6.4673996913580245
41,18.80417799949646,0.5405213832855225,1.1955071192410034,6.691720920138889
42,35.56855320930481,0.7736377716064453,1.3699638110145627,5.8395703125
43,0.14340853691101074,0.5830042362213135,1.4590281589057288,5.483101851851852
44,54.97122597694397,0.3136444091796875,1.2166818487860906,6.575260416666667
45,44.813429832458496,0.5166628360748291,1.2872488199171586,6.2148046875
46,0.13225913047790527,0.7880187034606934,1.381294964028777,5.791666666666667
47,48.677268266677856,0.31452298164367676,1.253026004776346,6.3845442708333335
48,40.023754596710205,0.8047590255737305,1.3355186220508384,5.990182291666667
49,0.11901426315307617,0.5664145946502686,1.4296055761236013,5.595949074074074
50,273.6898305416107,0.30698418617248535,1.1848577722301852,6.751865234375
